no,time,pressue,speed
2192,7,-5,4.00
2192,8,5,7.00
2192,9,1,7.00
2192,10,1,7.00
2192,11,-3,7.00
2192,12,2,8.00
2192,13,3,7.00
2192,14,7,9.00
2192,15,-3,8.00
2192,16,8,6.00
2192,17,1,6.00
2192,18,6,4.00
2192,19,-3,4.00
2193,0,-2,0.00
2193,1,0,0.00
2193,2,2,1.00
2193,3,8,1.00
2193,4,6,0.00
2193,5,9,0.00
2193,6,1,0.00
2193,7,9,3.00
2193,8,10,-1.00
2193,9,6,1.00
2193,10,-5,3.00
2193,11,5,6.00
2193,12,6,10.00
2193,13,6,6.00
2193,14,-2,5.00
2193,15,-5,5.00
2193,16,10,4.00
2193,17,-1,4.00
2193,18,-2,4.00
2193,19,5,5.00
2194,0,-5,2.00
2194,1,9,-2.00
2194,2,10,0.00
2194,3,0,0.00
2194,4,8,-3.00
2194,5,9,-6.00
2194,6,2,-7.00
2194,7,6,-6.00
2194,8,0,-6.00
2194,9,-1,-6.00
2194,10,4,-6.00
2194,11,8,-8.00
2194,12,3,-7.00
2194,13,1,-7.00
2194,14,3,-7.00
2194,15,8,-7.00
2194,16,1,-7.00
2194,17,8,-4.00
2194,18,8,-2.00
2194,19,6,-2.00
2195,0,7,0.00
2195,1,5,2.00
2195,2,-1,2.00
2195,3,8,0.00
2195,4,10,5.00
2195,5,-2,6.00
2195,6,10,9.00
2195,7,-2,10.00
2195,8,2,10.00
2195,9,-5,11.00
2195,10,3,11.00
2195,11,0,11.00
2195,12,4,9.00
2195,13,-1,9.00
2195,14,5,9.00
2195,15,7,6.00
2195,16,1,6.00
2195,17,10,1.00
2195,18,-5,2.00
2195,19,-1,2.00
2196,0,-2,0.00
2196,1,9,2.00
2196,2,1,2.00
2196,3,9,2.00
2196,4,-1,2.00
2196,5,3,3.00
2196,6,6,5.00
2196,7,5,7.00
2196,8,2,6.00
2196,9,0,6.00
2196,10,5,9.00
2196,11,-3,9.00
2196,12,1,9.00
2196,13,-4,10.00
2196,14,10,15.00
2196,15,-2,15.00
2196,16,-5,13.00
2196,17,-2,13.00
2196,18,8,18.00
2196,19,-3,18.00
2197,0,-2,0.00
2197,1,7,-1.00
2197,2,-5,-4.00
2197,3,-5,-2.00
2197,4,2,-2.00
2197,5,0,-2.00
2197,6,-5,1.00
2197,7,0,1.00
2197,8,6,-2.00
2197,9,8,-1.00
2197,10,1,-1.00
2197,11,-5,-1.00
2197,12,1,-1.00
2197,13,6,-1.00
2197,14,-2,-1.00
2197,15,2,-1.00
2197,16,9,-1.00
2197,17,5,0.00
2197,18,1,0.00
2197,19,1,0.00
2198,0,6,3.00
2198,1,-1,3.00
2198,2,-5,6.00
2198,3,6,9.00
2198,4,5,10.00
2198,5,-5,9.00
2198,6,3,10.00
2198,7,9,8.00
2198,8,1,8.00
2198,9,-1,8.00
2198,10,-1,8.00
2198,11,9,2.00
2198,12,-1,2.00
2198,13,2,2.00
2198,14,-2,2.00
2198,15,-5,0.00
2198,16,-4,-2.00
2198,17,-1,-2.00
2198,18,6,-5.00
2198,19,-2,-5.00
2199,0,5,-3.00
2199,1,3,-4.00
2199,2,7,-5.00
2199,3,0,-5.00
2199,4,-5,-2.00
2199,5,3,-2.00
2199,6,10,-1.00
2199,7,1,-1.00
2199,8,5,1.00
2199,9,-1,1.00
2199,10,8,3.00
2199,11,9,6.00
2199,12,3,6.00
2199,13,-2,6.00
2199,14,-3,5.00
2199,15,7,5.00
2199,16,2,5.00
2199,17,10,0.00
2199,18,-5,-3.00
2199,19,8,-2.00
2200,0,7,3.00
2200,1,5,4.00
2200,2,-1,4.00
2200,3,3,4.00
2200,4,2,4.00
2200,5,7,0.00
2200,6,0,0.00
2200,7,2,0.00
2200,8,10,5.00
2200,9,8,8.00
2200,10,10,14.00
2200,11,-3,15.00
2200,12,0,15.00
2200,13,6,11.00
2200,14,3,12.00
2200,15,-3,11.00
2200,16,9,6.00
2200,17,3,6.00
2200,18,4,5.00
2200,19,0,5.00
2201,0,2,0.00
2201,1,6,2.00
2201,2,2,1.00
2201,3,1,1.00
2201,4,5,4.00
2201,5,-1,4.00
2201,6,4,3.00
2201,7,9,7.00
2201,8,7,3.00
2201,9,-1,3.00
2201,10,-5,1.00
2201,11,-5,-1.00
2201,12,-1,-1.00
2201,13,0,-1.00
2201,14,-4,-2.00
2201,15,8,-6.00
2201,16,0,-6.00
2201,17,9,-1.00
2201,18,-4,1.00
2201,19,-4,1.00
2202,0,2,-1.00
2202,1,8,-5.00
2202,2,9,-7.00
2202,3,0,-7.00
2202,4,-1,-7.00
2202,5,2,-8.00
2202,6,3,-8.00
2202,7,4,-9.00
2202,8,7,-5.00
2202,9,-1,-5.00
2202,10,6,-5.00
2202,11,8,-3.00
2202,12,3,-2.00
2202,13,7,-3.00
2202,14,2,-3.00
2202,15,-5,-6.00
2202,16,1,-6.00
2202,17,2,-6.00
2202,18,7,-9.00
2202,19,-3,-10.00
2203,0,8,-1.00
2203,1,9,-2.00
2203,2,6,-3.00
2203,3,-4,-4.00
2203,4,9,-1.00
2203,5,1,-1.00
2203,6,10,4.00
2203,7,0,4.00
2203,8,3,3.00
2203,9,-4,2.00
2203,10,4,0.00
2203,11,2,0.00
2203,12,1,0.00
2203,13,8,2.00
2203,14,5,3.00
2203,15,-2,3.00
2203,16,-1,3.00
2203,17,0,3.00
2203,18,4,3.00
2203,19,0,3.00
2204,0,-4,0.00
2204,1,6,1.00
2204,2,3,2.00
2204,3,7,2.00
2204,4,-5,1.00
2204,5,0,1.00
2204,6,5,2.00
2204,7,-2,2.00
2204,8,9,5.00
2204,9,-3,5.00
2204,10,3,6.00
2204,11,-5,5.00
2204,12,-4,4.00
2204,13,6,1.00
2204,14,2,2.00
2204,15,4,3.00
2204,16,7,1.00
2204,17,-5,4.00
2204,18,-3,4.00
2204,19,5,4.00
2205,0,7,-1.00
2205,1,-2,-1.00
2205,2,6,2.00
2205,3,7,1.00
2205,4,2,1.00
2205,5,6,4.00
2205,6,0,4.00
2205,7,9,7.00
2205,8,3,7.00
2205,9,9,8.00
2205,10,-2,8.00
2205,11,5,6.00
2205,12,-1,6.00
2205,13,-3,7.00
2205,14,1,7.00
2205,15,0,7.00
2205,16,1,7.00
2205,17,1,7.00
2205,18,6,10.00
2205,19,0,10.00
2206,0,-3,0.00
2206,1,-2,-1.00
2206,2,10,1.00
2206,3,1,1.00
2206,4,-2,1.00
2206,5,1,1.00
2206,6,-2,1.00
2206,7,4,2.00
2206,8,0,2.00
2206,9,1,2.00
2206,10,8,1.00
2206,11,10,6.00
2206,12,10,5.00
2206,13,-1,5.00
2206,14,0,5.00
2206,15,-1,5.00
2206,16,-4,7.00
2206,17,0,7.00
2206,18,9,3.00
2206,19,10,1.00
2207,0,-2,0.00
2207,1,-5,2.00
2207,2,-5,4.00
2207,3,1,4.00
2207,4,0,4.00
2207,5,10,0.00
2207,6,10,2.00
2207,7,1,2.00
2207,8,8,0.00
2207,9,1,0.00
2207,10,-4,0.00
2207,11,8,-3.00
2207,12,7,-2.00
2207,13,5,-2.00
2207,14,8,-2.00
2207,15,8,0.00
2207,16,8,-1.00
2207,17,7,0.00
2207,18,-4,2.00
2207,19,8,4.00
2208,0,9,4.00
2208,1,0,4.00
2208,2,-2,5.00
2208,3,2,6.00
2208,4,2,5.00
2208,5,9,6.00
2208,6,7,8.00
2208,7,6,8.00
2208,8,2,8.00
2208,9,-1,8.00
2208,10,-1,8.00
2208,11,10,14.00
2208,12,4,12.00
2208,13,8,8.00
2208,14,7,9.00
2208,15,6,9.00
2208,16,-1,9.00
2208,17,-3,9.00
2208,18,-4,9.00
2208,19,-5,9.00
2209,0,2,1.00
2209,1,5,0.00
2209,2,-1,0.00
2209,3,5,-2.00
2209,4,7,-5.00
2209,5,4,-7.00
2209,6,6,-10.00
2209,7,-3,-11.00
2209,8,5,-13.00
2209,9,0,-13.00
2209,10,6,-14.00
2209,11,5,-17.00
2209,12,-1,-17.00
2209,13,0,-17.00
2209,14,4,-16.00
2209,15,-3,-16.00
2209,16,-1,-16.00
2209,17,3,-16.00
2209,18,-1,-16.00
2209,19,10,-12.00
2210,0,3,0.00
2210,1,0,0.00
2210,2,5,2.00
2210,3,-5,4.00
2210,4,-3,3.00
2210,5,1,3.00
2210,6,-3,4.00
2210,7,7,4.00
2210,8,1,4.00
2210,9,-2,3.00
2210,10,7,4.00
2210,11,6,3.00
2210,12,-2,4.00
2210,13,0,4.00
2210,14,10,-2.00
2210,15,-2,-1.00
2210,16,-2,-1.00
2210,17,-1,-1.00
2210,18,8,0.00
2210,19,-4,-1.00
2211,0,8,-5.00
2211,1,-5,-5.00
2211,2,3,-6.00
2211,3,8,-6.00
2211,4,4,-8.00
2211,5,-2,-7.00
2211,6,-1,-7.00
2211,7,9,-4.00
2211,8,3,-4.00
2211,9,8,-8.00
2211,10,8,-4.00
2211,11,-4,-4.00
2211,12,2,-4.00
2211,13,8,-2.00
2211,14,-5,0.00
2211,15,3,0.00
2211,16,-5,1.00
2211,17,10,5.00
2211,18,7,8.00
2211,19,-5,8.00
2212,0,8,4.00
2212,1,3,4.00
2212,2,2,4.00
2212,3,-3,4.00
2212,4,4,5.00
2212,5,9,10.00
2212,6,-1,10.00
2212,7,7,9.00
2212,8,-3,9.00
2212,9,-5,6.00
2212,10,5,4.00
2212,11,10,-1.00
2212,12,2,-2.00
2212,13,9,-7.00
2212,14,-1,-7.00
2212,15,-2,-7.00
2212,16,2,-7.00
2212,17,-4,-7.00
2212,18,10,-7.00
2212,19,-4,-6.00
2213,0,5,0.00
2213,1,-1,0.00
2213,2,8,-1.00
2213,3,9,-2.00
2213,4,4,-2.00
2213,5,4,-4.00
2213,6,9,-4.00
2213,7,3,-4.00
2213,8,10,-4.00
2213,9,6,0.00
2213,10,5,-2.00
2213,11,-3,-2.00
2213,12,3,-1.00
2213,13,-5,-3.00
2213,14,-5,-3.00
2213,15,-2,-3.00
2213,16,-5,-2.00
2213,17,5,-4.00
2213,18,1,-4.00
2213,19,-3,-4.00
2214,0,8,1.00
2214,1,5,3.00
2214,2,0,3.00
2214,3,8,8.00
2214,4,-2,8.00
2214,5,4,6.00
2214,6,4,4.00
2214,7,4,3.00
2214,8,7,0.00
2214,9,5,3.00
2214,10,9,-1.00
2214,11,3,0.00
2214,12,5,-1.00
2214,13,9,-1.00
2214,14,-3,0.00
2214,15,-4,0.00
2214,16,-3,0.00
2214,17,4,-1.00
2214,18,-3,0.00
2214,19,0,0.00
2215,0,10,1.00
2215,1,-1,1.00
2215,2,8,-3.00
2215,3,-5,-3.00
2215,4,-2,-3.00
2215,5,-1,-3.00
2215,6,2,-3.00
2215,7,5,-4.00
2215,8,-1,-4.00
2215,9,4,-2.00
2215,10,0,-2.00
2215,11,-5,-2.00
2215,12,0,-2.00
2215,13,0,-2.00
2215,14,6,-4.00
2215,15,8,-5.00
2215,16,-2,-5.00
2215,17,5,-4.00
2215,18,3,-2.00
2215,19,-1,-2.00
2216,0,-2,0.00
2216,1,2,0.00
2216,2,7,0.00
2216,3,-5,1.00
2216,4,-4,1.00
2216,5,0,1.00
2216,6,-1,1.00
2216,7,-5,0.00
2216,8,2,0.00
2216,9,8,-1.00
2216,10,10,5.00
2216,11,-3,5.00
2216,12,7,1.00
2216,13,-2,1.00
2216,14,9,-3.00
2216,15,2,-3.00
2216,16,0,-3.00
2216,17,-5,-5.00
2216,18,-1,-5.00
2216,19,5,-3.00
2217,0,0,0.00
2217,1,-1,0.00
2217,2,-3,-1.00
2217,3,7,-3.00
2217,4,-2,-3.00
2217,5,3,-3.00
2217,6,6,-1.00
2217,7,5,-1.00
2217,8,-5,-1.00
2217,9,8,-2.00
2217,10,-2,-3.00
2217,11,-1,-3.00
2217,12,1,-3.00
2217,13,-5,-1.00
2217,14,-3,0.00
2217,15,-1,0.00
2217,16,5,1.00
2217,17,-5,2.00
2217,18,6,5.00
2217,19,1,5.00
2218,0,8,-4.00
2218,1,8,0.00
2218,2,1,0.00
2218,3,7,-4.00
2218,4,-5,-1.00
2218,5,7,-1.00
2218,6,6,3.00
2218,7,2,3.00
2218,8,-5,2.00
2218,9,6,3.00
2218,10,-1,3.00
2218,11,9,5.00
2218,12,2,5.00
2218,13,0,5.00
2218,14,1,5.00
2218,15,6,6.00
2218,16,9,4.00
2218,17,1,4.00
2218,18,-5,3.00
2218,19,0,3.00
2219,0,5,-2.00
2219,1,8,2.00
2219,2,1,2.00
2219,3,-1,2.00
2219,4,1,2.00
2219,5,4,2.00
2219,6,0,2.00
2219,7,-1,2.00
2219,8,6,0.00
2219,9,6,2.00
2219,10,-5,5.00
2219,11,-5,6.00
2219,12,3,7.00
2219,13,5,8.00
2219,14,-5,8.00
2219,15,3,8.00
2219,16,5,11.00
2219,17,6,13.00
2219,18,-5,10.00
2219,19,8,10.00
2220,0,7,2.00
2220,1,6,0.00
2220,2,4,0.00
2220,3,1,0.00
2220,4,-3,1.00
2220,5,3,1.00
2220,6,-1,1.00
2220,7,5,1.00
2220,8,5,1.00
2220,9,9,6.00
2220,10,8,8.00
2220,11,-3,9.00
2220,12,8,6.00
2220,13,10,11.00
2220,14,1,11.00
2220,15,-4,11.00
2220,16,6,8.00
2220,17,8,13.00
2220,18,6,13.00
2220,19,-1,13.00
2221,0,4,2.00
2221,1,-5,0.00
2221,2,10,2.00
2221,3,-1,2.00
2221,4,3,2.00
2221,5,10,-2.00
2221,6,4,-2.00
2221,7,-3,-2.00
2221,8,7,-1.00
2221,9,7,3.00
2221,10,0,3.00
2221,11,7,3.00
2221,12,-5,3.00
2221,13,1,3.00
2221,14,3,2.00
2221,15,-5,2.00
2221,16,5,2.00
2221,17,3,2.00
2221,18,1,2.00
2221,19,-4,2.00
2222,0,1,0.00
2222,1,-2,0.00
2222,2,8,3.00
2222,3,1,3.00
2222,4,2,2.00
2222,5,10,7.00
2222,6,7,5.00
2222,7,9,0.00
2222,8,6,0.00
2222,9,-1,0.00
2222,10,-3,0.00
2222,11,7,0.00
2222,12,-5,0.00
2222,13,4,0.00
2222,14,-2,0.00
2222,15,2,0.00
2222,16,2,0.00
2222,17,6,-2.00
2222,18,1,-2.00
2222,19,6,-3.00
2223,0,-5,-2.00
2223,1,1,-2.00
2223,2,10,-1.00
2223,3,-5,-4.00
2223,4,2,-4.00
2223,5,3,-5.00
2223,6,-5,-7.00
2223,7,-1,-7.00
2223,8,9,-12.00
2223,9,-1,-12.00
2223,10,4,-11.00
2223,11,0,-11.00
2223,12,6,-8.00
2223,13,4,-9.00
2223,14,-5,-7.00
2223,15,-1,-7.00
2223,16,8,-7.00
2223,17,7,-7.00
2223,18,-5,-6.00
2223,19,6,-5.00
2224,0,7,4.00
2224,1,-4,5.00
2224,2,-5,6.00
2224,3,10,2.00
2224,4,5,0.00
2224,5,8,-2.00
2224,6,8,3.00
2224,7,4,1.00
2224,8,3,1.00
2224,9,6,1.00
2224,10,-1,1.00
2224,11,-3,0.00
2224,12,-5,0.00
2224,13,-4,0.00
2224,14,-5,0.00
2224,15,-5,1.00
2224,16,10,-3.00
2224,17,7,0.00
2224,18,2,0.00
2224,19,8,5.00
2225,0,-3,0.00
2225,1,10,0.00
2225,2,9,3.00
2225,3,1,3.00
2225,4,9,8.00
2225,5,-2,9.00
2225,6,6,12.00
2225,7,-2,12.00
2225,8,5,13.00
2225,9,4,11.00
2225,10,10,14.00
2225,11,7,14.00
2225,12,-2,15.00
2225,13,10,16.00
2225,14,-2,17.00
2225,15,2,17.00
2225,16,-3,18.00
2225,17,-1,18.00
2225,18,-2,17.00
2225,19,3,17.00
2226,0,1,0.00
2226,1,7,-1.00
2226,2,5,0.00
2226,3,0,0.00
2226,4,8,5.00
2226,5,9,4.00
2226,6,6,5.00
2226,7,-4,4.00
2226,8,5,4.00
2226,9,5,4.00
2226,10,10,10.00
2226,11,1,10.00
2226,12,-3,9.00
2226,13,2,9.00
2226,14,6,5.00
2226,15,-1,5.00
2226,16,3,5.00
2226,17,-5,6.00
2226,18,-2,6.00
2226,19,0,6.00
2227,0,-3,0.00
2227,1,-4,-1.00
2227,2,7,-1.00
2227,3,7,-1.00
2227,4,9,-2.00
2227,5,-1,-2.00
2227,6,3,-2.00
2227,7,-1,-2.00
2227,8,8,-2.00
2227,9,-3,-2.00
2227,10,8,1.00
2227,11,7,3.00
2227,12,-3,4.00
2227,13,9,4.00
2227,14,2,4.00
2227,15,-2,4.00
2227,16,6,2.00
2227,17,5,2.00
2227,18,-4,0.00
2227,19,10,3.00
2228,0,-4,-2.00
2228,1,7,-5.00
2228,2,3,-6.00
2228,3,3,-5.00
2228,4,10,-5.00
2228,5,2,-5.00
2228,6,1,-5.00
2228,7,3,-4.00
2228,8,1,-4.00
2228,9,2,-4.00
2228,10,6,-3.00
2228,11,-2,-3.00
2228,12,6,-2.00
2228,13,6,-2.00
2228,14,-1,-2.00
2228,15,9,1.00
2228,16,-2,1.00
2228,17,4,1.00
2228,18,-5,1.00
2228,19,1,1.00
2229,0,8,-1.00
2229,1,9,-5.00
2229,2,6,-5.00
2229,3,0,-5.00
2229,4,-4,-5.00
2229,5,-2,-5.00
2229,6,10,-4.00
2229,7,3,-3.00
2229,8,2,-3.00
2229,9,0,-3.00
2229,10,7,-7.00
2229,11,1,-7.00
2229,12,0,-7.00
2229,13,5,-4.00
2229,14,8,0.00
2229,15,7,0.00
2229,16,5,0.00
2229,17,3,0.00
2229,18,0,0.00
2229,19,4,0.00
2230,0,-1,0.00
2230,1,1,0.00
2230,2,0,0.00
2230,3,8,3.00
2230,4,3,2.00
2230,5,9,6.00
2230,6,2,6.00
2230,7,0,6.00
2230,8,3,6.00
2230,9,8,8.00
2230,10,0,8.00
2230,11,1,8.00
2230,12,5,8.00
2230,13,10,8.00
2230,14,-2,7.00
2230,15,-2,6.00
2230,16,7,7.00
2230,17,8,8.00
2230,18,7,6.00
2230,19,-4,5.00
2231,0,5,-1.00
2231,1,0,-1.00
2231,2,2,-1.00
2231,3,10,-1.00
2231,4,-3,-2.00
2231,5,5,-4.00
2231,6,0,-4.00
2231,7,-4,-2.00
2231,8,3,-2.00
2231,9,-5,-1.00
2231,10,1,-1.00
2231,11,3,0.00
2231,12,-1,0.00
2231,13,8,4.00
2231,14,10,3.00
2231,15,-5,2.00
2231,16,8,2.00
2231,17,6,1.00
2231,18,2,1.00
2231,19,-1,1.00
2232,0,1,0.00
2232,1,9,-5.00
2232,2,-3,-3.00
2232,3,5,-2.00
2232,4,-2,-2.00
2232,5,9,-7.00
2232,6,-3,-7.00
2232,7,4,-7.00
2232,8,-1,-7.00
2232,9,5,-6.00
2232,10,-5,-4.00
2232,11,-5,-4.00
2232,12,-4,-2.00
2232,13,1,-2.00
2232,14,2,-2.00
2232,15,3,-2.00
2232,16,1,-2.00
2232,17,-4,-3.00
2232,18,8,0.00
2232,19,4,-1.00
2233,0,8,2.00
2233,1,-4,0.00
2233,2,7,0.00
2233,3,0,0.00
2233,4,7,4.00
2233,5,8,2.00
2233,6,1,2.00
2233,7,6,3.00
2233,8,10,3.00
2233,9,-2,2.00
2233,10,6,4.00
2233,11,-5,4.00
2233,12,1,4.00
2233,13,7,0.00
2233,14,9,5.00
2233,15,-3,4.00
2233,16,6,0.00
2233,17,10,2.00
2233,18,4,2.00
2233,19,8,-2.00
2234,0,-3,0.00
2234,1,10,-1.00
2234,2,7,-3.00
2234,3,-4,-3.00
2234,4,2,-3.00
2234,5,-2,-3.00
2234,6,-1,-3.00
2234,7,4,-2.00
2234,8,-5,-4.00
2234,9,10,-4.00
2234,10,7,-4.00
2234,11,8,-6.00
2234,12,-3,-7.00
2234,13,8,-7.00
2234,14,0,-7.00
2234,15,10,-10.00
2234,16,3,-10.00
2234,17,9,-4.00
2234,18,-3,-5.00
2234,19,4,-6.00
2235,0,6,1.00
2235,1,2,1.00
2235,2,-5,3.00
2235,3,-3,4.00
2235,4,5,4.00
2235,5,0,4.00
2235,6,7,7.00
2235,7,3,7.00
2235,8,10,6.00
2235,9,5,6.00
2235,10,7,5.00
2235,11,5,5.00
2235,12,4,3.00
2235,13,5,6.00
2235,14,5,4.00
2235,15,0,4.00
2235,16,-3,3.00
2235,17,-3,2.00
2235,18,9,-3.00
2235,19,-5,-1.00
2236,0,1,0.00
2236,1,3,1.00
2236,2,3,0.00
2236,3,10,0.00
2236,4,6,-1.00
2236,5,9,-1.00
2236,6,0,-1.00
2236,7,7,3.00
2236,8,-5,1.00
2236,9,4,0.00
2236,10,-1,0.00
2236,11,10,-5.00
2236,12,6,-6.00
2236,13,3,-6.00
2236,14,-2,-6.00
2236,15,9,-6.00
2236,16,10,-7.00
2236,17,-1,-7.00
2236,18,8,-7.00
2236,19,8,-12.00
2237,0,0,0.00
2237,1,-2,0.00
2237,2,6,-1.00
2237,3,0,-1.00
2237,4,-1,-1.00
2237,5,4,1.00
2237,6,3,0.00
2237,7,10,2.00
2237,8,4,3.00
2237,9,0,3.00
2237,10,3,4.00
2237,11,4,4.00
2237,12,4,4.00
2237,13,-3,4.00
2237,14,10,1.00
2237,15,7,3.00
2237,16,10,9.00
2237,17,9,5.00
2237,18,7,9.00
2237,19,-1,9.00
2238,0,-1,0.00
2238,1,3,-1.00
2238,2,-4,-1.00
2238,3,6,2.00
2238,4,10,4.00
2238,5,0,4.00
2238,6,-1,4.00
2238,7,1,4.00
2238,8,-3,3.00
2238,9,-1,3.00
2238,10,-5,3.00
2238,11,5,5.00
2238,12,2,6.00
2238,13,9,8.00
2238,14,-4,7.00
2238,15,6,4.00
2238,16,-1,4.00
2238,17,8,4.00
2238,18,4,2.00
2238,19,-5,1.00
2239,0,10,0.00
2239,1,-4,0.00
2239,2,2,0.00
2239,3,3,0.00
2239,4,0,0.00
2239,5,-1,0.00
2239,6,7,2.00
2239,7,-1,2.00
2239,8,2,2.00
2239,9,10,2.00
2239,10,7,1.00
2239,11,6,3.00
2239,12,10,3.00
2239,13,5,3.00
2239,14,2,3.00
2239,15,6,4.00
2239,16,1,4.00
2239,17,0,4.00
2239,18,-2,4.00
2239,19,-2,4.00
2240,0,1,0.00
2240,1,7,-2.00
2240,2,-2,-2.00
2240,3,9,-7.00
2240,4,-2,-7.00
2240,5,9,-11.00
2240,6,-2,-12.00
2240,7,10,-17.00
2240,8,-3,-17.00
2240,9,0,-17.00
2240,10,0,-17.00
2240,11,7,-16.00
2240,12,-3,-18.00
2240,13,-1,-18.00
2240,14,9,-14.00
2240,15,-1,-14.00
2240,16,0,-14.00
2240,17,-4,-14.00
2240,18,6,-15.00
2240,19,-1,-15.00
2241,0,2,0.00
2241,1,3,0.00
2241,2,-3,-1.00
2241,3,0,-1.00
2241,4,-2,-1.00
2241,5,6,-4.00
2241,6,3,-4.00
2241,7,-2,-4.00
2241,8,2,-4.00
2241,9,10,-6.00
2241,10,5,-6.00
2241,11,-3,-4.00
2241,12,-2,-4.00
2241,13,-1,-4.00
2241,14,3,-4.00
2241,15,3,-5.00
2241,16,9,-9.00
2241,17,2,-10.00
2241,18,4,-11.00
2241,19,2,-10.00
2242,0,2,-1.00
2242,1,-4,1.00
2242,2,2,1.00
2242,3,8,1.00
2242,4,8,1.00
2242,5,-5,3.00
2242,6,5,1.00
2242,7,5,-2.00
2242,8,6,-1.00
2242,9,2,-1.00
2242,10,0,-1.00
2242,11,5,1.00
2242,12,2,1.00
2242,13,-1,1.00
2242,14,3,0.00
2242,15,9,-4.00
2242,16,10,-7.00
2242,17,-2,-7.00
2242,18,4,-6.00
2242,19,7,-10.00
2243,0,10,-5.00
2243,1,0,-5.00
2243,2,3,-5.00
2243,3,-2,-4.00
2243,4,3,-3.00
2243,5,-1,-3.00
2243,6,1,-3.00
2243,7,9,-7.00
2243,8,7,-4.00
2243,9,2,-4.00
2243,10,2,-4.00
2243,11,4,-3.00
2243,12,-3,-2.00
2243,13,-1,-2.00
2243,14,2,-2.00
2243,15,0,-2.00
2243,16,9,-7.00
2243,17,-4,-6.00
2243,18,9,-9.00
2243,19,7,-11.00
2244,0,-2,0.00
2244,1,-4,0.00
2244,2,-4,0.00
2244,3,0,0.00
2244,4,0,0.00
2244,5,4,-2.00
2244,6,0,-2.00
2244,7,7,2.00
2244,8,-3,2.00
2244,9,-3,1.00
2244,10,6,2.00
2244,11,2,2.00
2244,12,2,2.00
2244,13,5,2.00
2244,14,2,2.00
2244,15,4,0.00
2244,16,10,0.00
2244,17,-5,3.00
2244,18,-3,4.00
2244,19,10,0.00
2245,0,0,0.00
2245,1,9,1.00
2245,2,8,0.00
2245,3,-2,0.00
2245,4,10,1.00
2245,5,4,2.00
2245,6,1,2.00
2245,7,-4,2.00
2245,8,-4,2.00
2245,9,6,-1.00
2245,10,4,-1.00
2245,11,9,2.00
2245,12,2,2.00
2245,13,-4,1.00
2245,14,5,1.00
2245,15,3,1.00
2245,16,0,1.00
2245,17,3,1.00
2245,18,-2,1.00
2245,19,-1,1.00
2246,0,5,0.00
2246,1,1,0.00
2246,2,3,1.00
2246,3,-1,1.00
2246,4,7,0.00
2246,5,0,0.00
2246,6,-5,0.00
2246,7,4,-1.00
2246,8,6,2.00
2246,9,-4,4.00
2246,10,10,2.00
2246,11,0,2.00
2246,12,7,5.00
2246,13,-3,4.00
2246,14,-2,4.00
2246,15,6,4.00
2246,16,-1,4.00
2246,17,9,5.00
2246,18,-3,5.00
2246,19,4,5.00
2247,0,2,0.00
2247,1,1,0.00
2247,2,5,-1.00
2247,3,5,-3.00
2247,4,3,-3.00
2247,5,6,-3.00
2247,6,10,-1.00
2247,7,5,-2.00
2247,8,9,2.00
2247,9,-2,2.00
2247,10,-5,4.00
2247,11,-2,4.00
2247,12,-4,3.00
2247,13,-1,3.00
2247,14,6,4.00
2247,15,8,0.00
2247,16,7,2.00
2247,17,8,4.00
2247,18,9,2.00
2247,19,-4,1.00
2248,0,3,-1.00
2248,1,-3,0.00
2248,2,8,-3.00
2248,3,6,-3.00
2248,4,10,-5.00
2248,5,-2,-5.00
2248,6,-1,-5.00
2248,7,5,-5.00
2248,8,3,-5.00
2248,9,-5,-6.00
2248,10,2,-6.00
2248,11,4,-6.00
2248,12,3,-6.00
2248,13,-4,-8.00
2248,14,1,-8.00
2248,15,9,-4.00
2248,16,9,-8.00
2248,17,2,-8.00
2248,18,4,-6.00
2248,19,1,-6.00
2249,0,-1,0.00
2249,1,0,0.00
2249,2,1,0.00
2249,3,5,3.00
2249,4,8,5.00
2249,5,4,4.00
2249,6,4,5.00
2249,7,7,5.00
2249,8,-1,5.00
2249,9,-5,5.00
2249,10,7,2.00
2249,11,7,-1.00
2249,12,3,-1.00
2249,13,-3,0.00
2249,14,-3,0.00
2249,15,1,0.00
2249,16,-4,-2.00
2249,17,-2,-2.00
2249,18,3,-2.00
2249,19,9,-5.00
2250,0,-1,0.00
2250,1,-1,0.00
2250,2,2,-1.00
2250,3,-4,1.00
2250,4,1,1.00
2250,5,-1,1.00
2250,6,0,1.00
2250,7,0,1.00
2250,8,-1,1.00
2250,9,2,1.00
2250,10,-3,2.00
2250,11,3,1.00
2250,12,4,0.00
2250,13,-3,1.00
2250,14,1,1.00
2250,15,-4,1.00
2250,16,1,1.00
2250,17,7,-1.00
2250,18,7,3.00
2250,19,7,2.00
2251,0,5,-1.00
2251,1,-3,-1.00
2251,2,0,-1.00
2251,3,-4,0.00
2251,4,-5,0.00
2251,5,9,-3.00
2251,6,10,-7.00
2251,7,6,-7.00
2251,8,9,-12.00
2251,9,6,-15.00
2251,10,2,-15.00
2251,11,-3,-15.00
2251,12,8,-18.00
2251,13,-1,-18.00
2251,14,-3,-18.00
2251,15,-1,-18.00
2251,16,4,-18.00
2251,17,0,-18.00
2251,18,-3,-17.00
2251,19,-4,-17.00
2252,0,-2,0.00
2252,1,4,0.00
2252,2,10,6.00
